38.000	29.883	30.000	1.180
38.010	30.000	30.000	1.172
38.020	29.998	30.000	1.172
38.030	29.867	30.000	1.181
38.040	29.843	30.000	1.183
38.050	29.908	30.000	1.179
38.060	29.782	30.000	1.187
38.070	29.862	30.000	1.182
38.080	29.736	30.000	1.190
38.090	29.755	30.000	1.189
38.100	29.891	30.000	1.181
38.110	30.098	30.000	1.168
38.120	30.015	30.000	1.173
38.130	30.146	30.000	1.164
38.140	30.087	30.000	1.168
38.150	30.255	30.000	1.157
38.160	30.221	30.000	1.159
38.170	30.035	30.000	1.171
38.180	30.159	30.000	1.162
38.190	30.044	30.000	1.170
38.200	30.136	30.000	1.164
38.210	30.018	30.000	1.171
38.220	30.205	30.000	1.159
38.230	30.179	30.000	1.160
38.240	30.028	30.000	1.170
38.250	30.170	30.000	1.161
38.260	30.128	30.000	1.163
38.270	30.152	30.000	1.161
38.280	30.155	30.000	1.161
38.290	30.348	30.000	1.148
38.300	30.265	30.000	1.153
38.310	30.350	30.000	1.147
38.320	30.286	30.000	1.151
38.330	30.117	30.000	1.162
38.340	29.930	30.000	1.174
38.350	29.691	30.000	1.189
38.360	29.865	30.000	1.178
38.370	29.991	30.000	1.170
38.380	30.063	30.000	1.166
38.390	30.019	30.000	1.168
38.400	29.824	30.000	1.181
38.410	29.924	30.000	1.175
38.420	29.937	30.000	1.174
38.430	29.831	30.000	1.181
38.440	29.651	30.000	1.193
38.450	29.808	30.000	1.183
38.460	29.797	30.000	1.184
38.470	29.697	30.000	1.191
38.480	29.728	30.000	1.189
38.490	29.943	30.000	1.176
38.500	29.826	30.000	1.184
38.510	29.808	30.000	1.185
38.520	29.947	30.000	1.176
38.530	29.865	30.000	1.182
38.540	30.043	30.000	1.170
38.550	29.982	30.000	1.174
38.560	30.148	30.000	1.163
38.570	30.128	30.000	1.164
38.580	29.945	30.000	1.176
38.590	30.001	30.000	1.173
38.600	29.811	30.000	1.185
38.610	29.807	30.000	1.185
38.620	29.608	30.000	1.199
38.630	29.649	30.000	1.197
38.640	29.510	30.000	1.206
38.650	29.578	30.000	1.202
38.660	29.806	30.000	1.188
38.670	29.689	30.000	1.196
38.680	29.654	30.000	1.199
38.690	29.671	30.000	1.198
38.700	29.691	30.000	1.197
38.710	29.670	30.000	1.199
38.720	29.666	30.000	1.200
38.730	29.738	30.000	1.196
38.740	29.904	30.000	1.185
38.750	30.131	30.000	1.170
38.760	29.994	30.000	1.179
38.770	29.953	30.000	1.182
38.780	30.046	30.000	1.176
38.790	30.178	30.000	1.167
38.800	30.324	30.000	1.157
38.810	30.486	30.000	1.147
38.820	30.294	30.000	1.158
38.830	30.241	30.000	1.161
38.840	30.344	30.000	1.154
38.850	30.184	30.000	1.164
38.860	30.199	30.000	1.163
38.870	30.343	30.000	1.153
38.880	30.185	30.000	1.163
38.890	30.143	30.000	1.166
38.900	30.217	30.000	1.161
38.910	30.386	30.000	1.149
38.920	30.300	30.000	1.154
38.930	30.062	30.000	1.169
38.940	30.118	30.000	1.166
38.950	30.044	30.000	1.170
38.960	29.848	30.000	1.183
38.970	30.008	30.000	1.173
38.980	30.079	30.000	1.168
38.990	29.979	30.000	1.175
39.000	30.114	30.000	1.166
39.010	30.042	30.000	1.170
39.020	29.836	30.000	1.184
39.030	29.933	30.000	1.178
