27.000	31.630	30.000	1.234
27.010	31.623	30.000	1.234
27.020	31.669	30.000	1.229
27.030	31.746	30.000	1.223
27.040	31.798	30.000	1.219
27.050	31.777	30.000	1.219
27.060	31.730	30.000	1.221
27.070	31.738	30.000	1.219
27.080	31.845	30.000	1.211
27.090	31.761	30.000	1.215
27.100	31.597	30.000	1.225
27.110	31.568	30.000	1.226
27.120	31.657	30.000	1.219
27.130	31.826	30.000	1.207
27.140	31.987	30.000	1.195
27.150	31.774	30.000	1.208
27.160	31.640	30.000	1.215
27.170	31.607	30.000	1.217
27.180	31.697	30.000	1.210
27.190	31.864	30.000	1.198
27.200	31.663	30.000	1.210
27.210	31.534	30.000	1.217
27.220	31.460	30.000	1.221
27.230	31.411	30.000	1.223
27.240	31.342	30.000	1.226
27.250	31.278	30.000	1.230
27.260	31.299	30.000	1.228
27.270	31.445	30.000	1.217
27.280	31.267	30.000	1.228
27.290	31.170	30.000	1.233
27.300	31.217	30.000	1.229
27.310	31.382	30.000	1.218
27.320	31.612	30.000	1.202
27.330	31.805	30.000	1.189
27.340	31.576	30.000	1.202
27.350	31.461	30.000	1.209
27.360	31.447	30.000	1.209
27.370	31.550	30.000	1.201
27.380	31.570	30.000	1.199
27.390	31.427	30.000	1.207
27.400	31.358	30.000	1.211
27.410	31.359	30.000	1.210
27.420	31.396	30.000	1.206
27.430	31.430	30.000	1.203
27.440	31.483	30.000	1.199
27.450	31.644	30.000	1.187
27.460	31.533	30.000	1.194
27.470	31.634	30.000	1.186
27.480	31.478	30.000	1.195
27.490	31.562	30.000	1.189
27.500	31.465	30.000	1.194
27.510	31.623	30.000	1.183
27.520	31.542	30.000	1.187
27.530	31.658	30.000	1.178
27.540	31.604	30.000	1.181
27.550	31.427	30.000	1.191
27.560	31.274	30.000	1.200
27.570	31.337	30.000	1.195
27.580	31.271	30.000	1.199
27.590	31.067	30.000	1.211
27.600	31.134	30.000	1.206
27.610	31.004	30.000	1.214
27.620	31.089	30.000	1.208
27.630	30.918	30.000	1.218
27.640	31.019	30.000	1.211
27.650	30.972	30.000	1.213
27.660	30.837	30.000	1.221
27.670	31.026	30.000	1.209
27.680	31.073	30.000	1.205
27.690	31.007	30.000	1.209
27.700	30.849	30.000	1.218
27.710	30.921	30.000	1.213
27.720	30.790	30.000	1.221
27.730	30.914	30.000	1.212
27.740	30.876	30.000	1.214
27.750	31.094	30.000	1.199
27.760	31.107	30.000	1.198
27.770	30.921	30.000	1.209
27.780	30.969	30.000	1.205
27.790	31.187	30.000	1.191
27.800	31.135	30.000	1.193
27.810	31.218	30.000	1.187
27.820	31.408	30.000	1.174
27.830	31.318	30.000	1.179
27.840	31.090	30.000	1.193
27.850	31.213	30.000	1.184
27.860	31.235	30.000	1.182
27.870	31.159	30.000	1.186
27.880	31.052	30.000	1.192
27.890	30.934	30.000	1.199
27.900	30.775	30.000	1.209
27.910	30.931	30.000	1.198
27.920	30.963	30.000	1.196
27.930	30.939	30.000	1.197
27.940	30.863	30.000	1.201
27.950	30.746	30.000	1.208
27.960	30.579	30.000	1.218
27.970	30.792	30.000	1.204
27.980	30.847	30.000	1.200
27.990	30.758	30.000	1.205
28.000	30.902	30.000	1.195
28.010	30.822	30.000	1.200
28.020	30.941	30.000	1.192
28.030	30.921	30.000	1.192
28.040	30.822	30.000	1.198
28.050	30.686	30.000	1.207
28.060	30.561	30.000	1.214
28.070	30.766	30.000	1.201
28.080	30.907	30.000	1.191
28.090	30.990	30.000	1.185
28.100	30.940	30.000	1.188
28.110	30.777	30.000	1.198
28.120	30.980	30.000	1.184
28.130	31.116	30.000	1.174
28.140	31.183	30.000	1.169
28.150	31.217	30.000	1.166
28.160	31.201	30.000	1.167
28.170	31.153	30.000	1.169
28.180	31.048	30.000	1.175
28.190	30.931	30.000	1.182
28.200	30.752	30.000	1.193
28.210	30.930	30.000	1.181
28.220	31.037	30.000	1.173
28.230	30.781	30.000	1.189
28.240	30.654	30.000	1.197
28.250	30.637	30.000	1.198
28.260	30.707	30.000	1.193
28.270	30.472	30.000	1.208
28.280	30.376	30.000	1.213
28.290	30.388	30.000	1.212
28.300	30.402	30.000	1.211
28.310	30.431	30.000	1.209
28.320	30.469	30.000	1.206
28.330	30.540	30.000	1.201
28.340	30.615	30.000	1.196
28.350	30.692	30.000	1.191
28.360	30.739	30.000	1.187
28.370	30.727	30.000	1.188
28.380	30.624	30.000	1.194
28.390	30.473	30.000	1.203
28.400	30.646	30.000	1.192
28.410	30.650	30.000	1.191
28.420	30.578	30.000	1.195
28.430	30.508	30.000	1.200
28.440	30.478	30.000	1.201
28.450	30.456	30.000	1.202
28.460	30.455	30.000	1.202
28.470	30.490	30.000	1.199
28.480	30.567	30.000	1.194
28.490	30.605	30.000	1.191
28.500	30.566	30.000	1.193
28.510	30.481	30.000	1.199
28.520	30.400	30.000	1.203
28.530	30.321	30.000	1.208
28.540	30.248	30.000	1.213
28.550	30.161	30.000	1.218
28.560	30.037	30.000	1.226
28.570	30.220	30.000	1.214
28.580	30.272	30.000	1.211
28.590	30.544	30.000	1.193
28.600	30.590	30.000	1.190
28.610	30.807	30.000	1.175
28.620	30.866	30.000	1.171
28.630	30.831	30.000	1.173
28.640	30.769	30.000	1.176
28.650	30.654	30.000	1.183
28.660	30.557	30.000	1.189
28.670	30.495	30.000	1.193
28.680	30.472	30.000	1.194
28.690	30.402	30.000	1.198
28.700	30.301	30.000	1.204
28.710	30.198	30.000	1.211
28.720	30.123	30.000	1.216
28.730	30.054	30.000	1.220
28.740	29.991	30.000	1.224
28.750	29.895	30.000	1.230
28.760	30.163	30.000	1.213
28.770	30.251	30.000	1.207
28.780	30.185	30.000	1.211
28.790	30.308	30.000	1.203
28.800	30.619	30.000	1.183
28.810	30.677	30.000	1.179
28.820	30.598	30.000	1.183
28.830	30.464	30.000	1.192
28.840	30.690	30.000	1.177
28.850	30.824	30.000	1.167
28.860	30.924	30.000	1.160
28.870	31.023	30.000	1.153
28.880	31.078	30.000	1.149
28.890	31.085	30.000	1.148
28.900	31.082	30.000	1.147
28.910	31.151	30.000	1.142
28.920	30.913	30.000	1.157
28.930	30.834	30.000	1.162
28.940	30.940	30.000	1.154
28.950	30.762	30.000	1.165
28.960	30.741	30.000	1.166
28.970	30.479	30.000	1.182
28.980	30.367	30.000	1.189
28.990	30.378	30.000	1.188
29.000	30.471	30.000	1.182
29.010	30.280	30.000	1.194
29.020	30.326	30.000	1.191
29.030	30.212	30.000	1.198
29.040	30.335	30.000	1.190
29.050	30.231	30.000	1.197
29.060	30.383	30.000	1.187
29.070	30.337	30.000	1.189
29.080	30.482	30.000	1.180
29.090	30.304	30.000	1.191
29.100	30.273	30.000	1.193
29.110	30.380	30.000	1.186
29.120	30.303	30.000	1.190
29.130	30.423	30.000	1.182
29.140	30.267	30.000	1.192
29.150	30.284	30.000	1.191
29.160	30.396	30.000	1.184
29.170	30.182	30.000	1.197
29.180	30.045	30.000	1.206
29.190	29.945	30.000	1.213
29.200	29.845	30.000	1.219
29.210	29.813	30.000	1.221
29.220	29.872	30.000	1.218
29.230	30.053	30.000	1.206
