28.000	0.396	30.000	0.296
28.010	0.396	30.000	0.296
28.020	0.395	30.000	0.296
28.030	0.394	30.000	0.296
28.040	0.397	30.000	0.296
28.050	0.396	30.000	0.296
28.060	0.392	30.000	0.296
28.070	0.388	30.000	0.296
28.080	0.388	30.000	0.296
28.090	0.386	30.000	0.296
28.100	0.388	30.000	0.296
28.110	0.388	30.000	0.296
28.120	0.388	30.000	0.296
28.130	0.388	30.000	0.296
28.140	0.386	30.000	0.296
28.150	0.385	30.000	0.296
28.160	0.383	30.000	0.296
28.170	0.384	30.000	0.296
28.180	0.383	30.000	0.296
28.190	0.381	30.000	0.296
28.200	0.378	30.000	0.296
28.210	0.379	30.000	0.296
28.220	0.384	30.000	0.296
28.230	0.384	30.000	0.296
28.240	0.381	30.000	0.296
28.250	0.382	30.000	0.296
28.260	0.381	30.000	0.296
28.270	0.376	30.000	0.296
28.280	0.374	30.000	0.296
28.290	0.372	30.000	0.296
28.300	0.375	30.000	0.296
28.310	0.376	30.000	0.296
28.320	0.376	30.000	0.296
28.330	0.377	30.000	0.296
28.340	0.375	30.000	0.296
28.350	0.378	30.000	0.296
28.360	0.391	30.000	0.296
28.370	0.391	30.000	0.296
28.380	0.391	30.000	0.296
28.390	0.387	30.000	0.296
28.400	0.385	30.000	0.296
28.410	0.385	30.000	0.296
28.420	0.382	30.000	0.296
28.430	0.381	30.000	0.296
28.440	0.376	30.000	0.296
28.450	0.397	30.000	0.296
28.460	0.394	30.000	0.296
28.470	0.390	30.000	0.296
28.480	0.390	30.000	0.296
28.490	0.388	30.000	0.296
28.500	0.390	30.000	0.296
28.510	0.390	30.000	0.296
28.520	0.386	30.000	0.296
28.530	0.386	30.000	0.296
28.540	0.385	30.000	0.296
28.550	0.383	30.000	0.296
28.560	0.384	30.000	0.296
28.570	0.384	30.000	0.296
28.580	0.383	30.000	0.296
28.590	0.399	30.000	0.296
28.600	0.398	30.000	0.296
28.610	0.395	30.000	0.296
28.620	0.395	30.000	0.296
28.630	0.396	30.000	0.296
28.640	0.391	30.000	0.296
28.650	0.389	30.000	0.296
28.660	0.387	30.000	0.296
28.670	0.388	30.000	0.296
28.680	0.373	30.000	0.296
28.690	0.373	30.000	0.296
28.700	0.371	30.000	0.296
28.710	0.371	30.000	0.296
28.720	0.373	30.000	0.296
28.730	0.371	30.000	0.296
28.740	0.371	30.000	0.296
28.750	0.372	30.000	0.296
28.760	0.371	30.000	0.296
28.770	0.355	30.000	0.296
28.780	0.354	30.000	0.296
28.790	0.356	30.000	0.296
28.800	0.359	30.000	0.296
28.810	0.357	30.000	0.296
28.820	0.358	30.000	0.296
28.830	0.359	30.000	0.296
28.840	0.357	30.000	0.296
28.850	0.358	30.000	0.296
28.860	0.360	30.000	0.296
